,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceEntropy
0,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
1,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
2,93158320.62485859,3.4051996651259495,2.074843563882836,276.6571960449219,65.31788943394838,138.8406570197119,142.83209228515625,0.0,276.6571960449219,159.38790799617266,-0.248396744356029,0.0973634124591941,6127.777173731125,46.54542807535526,2042.9115457666192,-27.675988805231555,30.600869642717278,2.4651766273576974,0.8502412345312854,1.9258884057007664
3,113471582.70961091,3.4128470997574145,2.0681212124218193,276.6571960449219,64.66272417210519,135.9280336116942,141.52760314941406,0.0,276.6571960449219,156.48241555106554,-0.21480822336444536,0.0969087391256646,6010.3160551544925,44.84446278425992,2134.4296445271666,-30.336851590942846,31.46848521780546,2.4360141759594907,0.856052256875732,1.9287543551596968
4,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
5,96607897.08800888,3.1184377783996697,1.734110362707004,286.9601135253906,74.3050953859818,101.61635025213349,104.80940628051758,0.0,286.9601135253906,132.36492974366138,0.1764067418663302,0.15284364039752932,7194.591987480139,31.96061895722937,2785.138024451736,51.535422409195526,39.80860152606764,1.9848331285135787,0.9050992785555956,1.8294016774214532
6,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
7,107816150.35642105,3.258268967392537,1.8087471656728877,286.9601135253906,71.44036358488674,113.36896795516566,119.32083129882812,0.0,286.9601135253906,140.67708513738057,0.019559861315463032,0.1240767065363409,6937.519387530447,37.540932335443095,2641.1995140298222,-1.2634704561331205,37.551896521150674,2.217810614369174,0.8884145039608106,1.9011333407092215
8,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
9,104900901.09994979,3.2554512759369363,1.8014198747942751,286.9601135253906,71.78222196226338,114.77640145476335,121.88485717773438,0.0,286.9601135253906,142.1009016043053,-0.004986455691860898,0.1242218724786271,7019.043905851458,37.89630534498388,2729.2226433152855,-3.437647809556261,38.383599575894294,2.1529880702329276,0.8937513696302306,1.8837229194646095
10,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
11,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
12,41340.645379048,0.06695450369144,180.26098225220872,98.3149642944336,1.1710084937133542,0.606518401704861,0.0,0.0,98.3149642944336,5.216866691516658,12.34478135278899,0.9868932516411608,26.84783350544934,1.017589333236346,0.46067658426842983,0.11674750534184511,0.03517693884545561,0.018138518082203323,0.2958528164147637,0.060950580980168076
13,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
14,130610.63635072179,0.16537766493971576,87.84837681554095,124.66695404052734,2.6627676572959733,1.4079711130598471,0.0,0.0,124.66695404052734,9.10644761469523,8.61435710689753,0.9636220710506425,80.94500550397747,1.0781732266620436,4.195193442559285,0.780330578260374,0.17233676112915042,0.05985802293015616,0.46663682894415853,0.16147266447658565
15,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
16,166155.7241363035,0.22769540672966043,57.34177924034562,124.66695404052734,3.866723889063232,2.1279613553071943,0.0,0.0,124.66695404052734,10.567109022923654,6.822749968381029,0.945931249277373,107.13557357267365,1.1168214927860671,5.01934668776091,0.9836154666807111,0.24005924908779697,0.09831448604707939,0.4181625844041737,0.2650492154691961
17,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
18,18571.215396607007,0.04172713440877486,264.51778921453416,77.27857971191406,0.6596529448255376,0.33874552322992385,0.0,0.0,77.27857971191406,3.43711365134971,14.82432808773735,0.9923866454298831,11.699001722786218,1.0060886199032328,0.09391032145459653,0.029723242873294677,0.011409787278105885,0.009013324384039002,0.05974677629260416,0.03463912585765718
19,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
20,23004.746112662826,0.04869819118790311,162.83113109005734,60.87090301513672,0.8149843836393117,0.42251189538061906,0.0,0.0,60.87090301513672,3.715961654269874,11.971251518635992,0.990430746127983,13.629854714265978,1.0061060214421755,0.05184088694353616,0.0208164572288699,0.009836672096510474,0.007644591090165019,0.1303044493169681,0.03739221623827004
21,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
22,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.2034265038149176e-16
23,149924.11990559348,0.19415778034035078,70.87430056936682,124.66695404052734,3.190721845531163,1.7282365433677325,0.0,0.0,124.66695404052734,9.483484836621336,7.584496171135889,0.9551252317023099,86.94968309659515,1.0882855536227558,3.980165638083653,0.7681279444965298,0.18319901976569938,0.0732595140562746,0.4247721829602478,0.2087484607125636
